StatusId,StatusName
578,MAGITEK_WARRIOR
579,DEF_BOOST_FOR_PALADIN
580,USED_ABILITY_COUNTER_SWIFT_STEEL
581,USED_ABILITY_COUNTER_FANG_CHARGE
582,USED_ABILITY_COUNTER_BEE_POISON
583,FLASH_MODE
584,USED_ABILITY_COUNTER_OIL_BOMB
585,USED_ABILITY_COUNTER_RELOAD
587,ATTACK_DECK_MODE_CHASE
588,ATTACK_DECK_MODE_PARAM_BOOST_AND_CHANGE_CAST_TIME
589,EX_MODE_GALE
590,SEED_MODE_FINISH_BLOW
591,EX_MODE_TWINSTRIKE
592,EX_MODE_HELLHOUND_CHANGE_CAST_TIME_AFTER_FIRE_ATTACK
593,EX_MODE_HELLHOUND_ATK_BOOST
594,EX_MODE_HELLHOUND_MATK_BOOST
596,COUNTER_AIMING_MAGIC_FOR_CLOAK_OF_FLAME
598,DISTURBANCE_HARVEST_MODE_CHASE
599,EX_MODE_LIGHT_BRESS
601,CUSTOM_MATK
602,CUSTOM_MND
603,CUSTOM_ATK
604,CUSTOM_DEF
605,CUSTOM_ATK_ACC
606,CUSTOM_EVA
607,CUSTOM_MDEF
608,CUSTOM_DEF_MDEF_FOR_IRON_WALL
609,CUSTOM_ATK_DEF_MATK_MDEF
610,CUSTOM_ATK_MATK
611,CUSTOM_ATK_DEF
612,CUSTOM_ATK_DEF_MATK_MDEF_MND_ACC_SPD
613,CUSTOM_SPD
614,CUSTOM_CRITICAL
615,CUSTOM_ATK_FOR_AI
616,CUSTOM_MATK_FOR_AI
617,CUSTOM_DEF_FOR_AI
618,CUSTOM_MDEF_FOR_AI
619,CUSTOM_DEF_MDEF
620,CUSTOM_DEF_MATK
621,CUSTOM_ATK_MDEF
622,CUSTOM_MATK_MDEF
623,CUSTOM_MATK_MND
624,CUSTOM_ATK_DEF_MND
625,CUSTOM_ATK_SA_COEF_FOR_ENEMY
626,CUSTOM_ATK_FOR_AI_TIMER
627,CUSTOM_DEF_FOR_AI_TIMER
628,CUSTOM_MATK_FOR_AI_TIMER
629,CUSTOM_MDEF_FOR_AI_TIMER
630,CUSTOM_ATK_DEF_MATK_MDEF_MND
631,CUSTOM_MDEF_MND
632,CUSTOM_ATK_MND
633,CUSTOM_ATK_DEF_MATK
634,CUSTOM_ATK_MATK_MDEF
635,CUSTOM_DEF_MDEF_CRASH
636,CUSTOM_ATK_FOR_SWIFT_STEEL
637,CUSTOM_ATK_DEF_MDEF
638,CUSTOM_ATK_MATK_MND
639,CUSTOM_ATK_FOR_DEMON_SONG
640,CUSTOM_MATK_FOR_DEVIL_SONG
641,CUSTOM_MATK_FOR_KEFKA_BURST_ABILITY
642,CUSTOM_MATK_MDEF_MND
643,CUSTOM_DEF_MATK_MDEF
644,CUSTOM_MND_FOR_SACRED_SONG
645,CUSTOM_ATK_DEF_MATK_MDEF_FOR_COVERING_FIRE
646,CUSTOM_DEF_MDEF_MND
647,CUSTOM_DEF_MND
648,CUSTOM_ATK_MDEF_MND
649,CUSTOM_DEF_MATK_MND
650,CUSTOM_ATK_DEF_MATK_MND
651,CUSTOM_ATK_DEF_MDEF_MND
652,CUSTOM_ATK_MATK_MDEF_MND
653,CUSTOM_DEF_MATK_MDEF_MND
701,INVINCIBLE
702,NULL_PHYSICAL
703,NULL_MAGIC
704,FARAWAY
705,NULL_BASIC_MAGIC
801,INCREASE_ATTACH_ELEMENT_LIGHTNING_LEVEL_1
804,INCREASE_ATTACH_ELEMENT_FIRE_LEVEL_1
807,INCREASE_ATTACH_ELEMENT_WIND_LEVEL_1
810,INCREASE_ATTACH_ELEMENT_EARTH_LEVEL_1
813,INCREASE_ATTACH_ELEMENT_DARK_LEVEL_1
816,INCREASE_ATTACH_ELEMENT_HOLY_LEVEL_1
819,INCREASE_ATTACH_ELEMENT_WATER_LEVEL_1
822,INCREASE_ATTACH_ELEMENT_ICE_LEVEL_1
825,INCREASE_ATTACH_ELEMENT_POISON_LEVEL_1
828,INCREASE_ELEMENT_DEF_FIRE_0_TIME_0
829,INCREASE_ELEMENT_DEF_ICE_0_TIME_0
830,INCREASE_ELEMENT_DEF_LIGHTNING_0_TIME_0
831,INCREASE_ELEMENT_DEF_EARTH_0_TIME_0
832,INCREASE_ELEMENT_DEF_WIND_0_TIME_0
833,INCREASE_ELEMENT_DEF_WATER_0_TIME_0
834,INCREASE_ELEMENT_DEF_HOLY_0_TIME_0
835,INCREASE_ELEMENT_DEF_DARK_0_TIME_0
836,INCREASE_ELEMENT_DEF_POISON_0_TIME_0
837,INCREASE_ELEMENT_DEF_HOLY_M1_TIME_MEDIUM
838,INCREASE_ELEMENT_DEF_DARK_M1_TIME_MEDIUM
839,INCREASE_ELEMENT_DEF_FIRE_M1_TIME_MEDIUM
840,INCREASE_ELEMENT_DEF_WIND_M1_TIME_MEDIUM
841,INCREASE_ELEMENT_DEF_LIGHTNING_M1_TIME_MEDIUM
842,INCREASE_ELEMENT_DEF_WATER_M1_TIME_MEDIUM
843,INCREASE_ELEMENT_DEF_ICE_M1_TIME_MEDIUM
844,INCREASE_ELEMENT_DEF_EARTH_M1_TIME_MEDIUM
845,INCREASE_ELEMENT_DEF_POISON_M1_TIME_MEDIUM
846,INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_LARGE
847,INCREASE_ELEMENT_DEF_HOLY_M2_TIME_LARGE
848,INCREASE_ELEMENT_DEF_DARK_M2_TIME_LARGE
849,INCREASE_ELEMENT_DEF_FIRE_M2_TIME_LARGE
850,INCREASE_ELEMENT_DEF_WIND_M2_TIME_LARGE
851,INCREASE_ELEMENT_DEF_WATER_M2_TIME_LARGE
852,INCREASE_ELEMENT_DEF_ICE_M2_TIME_LARGE
853,INCREASE_ELEMENT_DEF_EARTH_M2_TIME_LARGE
854,INCREASE_ELEMENT_DEF_POISON_M2_TIME_LARGE
855,INCREASE_ELEMENT_DEF_LIGHTNING_M3_TIME_LARGE
856,INCREASE_ELEMENT_DEF_HOLY_M3_TIME_LARGE
857,INCREASE_ELEMENT_DEF_DARK_M3_TIME_LARGE
858,INCREASE_ELEMENT_DEF_FIRE_M3_TIME_LARGE
859,INCREASE_ELEMENT_DEF_WIND_M3_TIME_LARGE
860,INCREASE_ELEMENT_DEF_WATER_M3_TIME_LARGE
861,INCREASE_ELEMENT_DEF_ICE_M3_TIME_LARGE
862,INCREASE_ELEMENT_DEF_EARTH_M3_TIME_LARGE
863,INCREASE_ELEMENT_DEF_POISON_M3_TIME_LARGE
864,INCREASE_ELEMENT_DEF_WIND_M1_TIME_LARGE
865,INCREASE_ELEMENT_DEF_POISON_M1_TIME_LARGE
873,INCREASE_ELEMENT_DEF_HOLY_M2_TIME_MEDIUM
874,INCREASE_ELEMENT_DEF_DARK_M2_TIME_MEDIUM
875,INCREASE_ELEMENT_DEF_FIRE_M2_TIME_MEDIUM
876,INCREASE_ELEMENT_DEF_WIND_M2_TIME_MEDIUM
877,INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_MEDIUM
878,INCREASE_ELEMENT_DEF_WATER_M2_TIME_MEDIUM
879,INCREASE_ELEMENT_DEF_ICE_M2_TIME_MEDIUM
880,INCREASE_ELEMENT_DEF_EARTH_M2_TIME_MEDIUM
881,INCREASE_ELEMENT_DEF_POISON_M2_TIME_MEDIUM
882,INCREASE_ELEMENT_DEF_HOLY_M1_TIME_SMALL_5000
883,INCREASE_ELEMENT_DEF_DARK_M1_TIME_SMALL_5000
884,INCREASE_ELEMENT_DEF_FIRE_M1_TIME_SMALL_5000
885,INCREASE_ELEMENT_DEF_WIND_M1_TIME_SMALL_5000
886,INCREASE_ELEMENT_DEF_LIGHTNING_M1_TIME_SMALL_5000
887,INCREASE_ELEMENT_DEF_WATER_M1_TIME_SMALL_5000
888,INCREASE_ELEMENT_DEF_ICE_M1_TIME_SMALL_5000
889,INCREASE_ELEMENT_DEF_EARTH_M1_TIME_SMALL_5000
890,INCREASE_ELEMENT_DEF_POISON_M1_TIME_SMALL_5000
891,INCREASE_ELEMENT_DEF_HOLY_M3_TIME_SMALL_5000
892,INCREASE_ELEMENT_DEF_DARK_M3_TIME_SMALL_5000
893,INCREASE_ELEMENT_DEF_FIRE_M3_TIME_SMALL_5000
894,INCREASE_ELEMENT_DEF_WIND_M3_TIME_SMALL_5000
895,INCREASE_ELEMENT_DEF_LIGHTNING_M3_TIME_SMALL_5000
896,INCREASE_ELEMENT_DEF_WATER_M3_TIME_SMALL_5000
897,INCREASE_ELEMENT_DEF_ICE_M3_TIME_SMALL_5000
898,INCREASE_ELEMENT_DEF_EARTH_M3_TIME_SMALL_5000
899,INCREASE_ELEMENT_DEF_POISON_M3_TIME_SMALL_5000
901,IGNORE_INCONTROLLABLE
902,DO_NOTHING_FOR_ESNA
903,DO_NOTHING_FOR_DISPEL
904,DO_NOTHING_FOR_SERIES_COMBO
905,DO_NOTHING_FOR_AI
906,DO_NOTHING_FOR_AI_2
907,DISABLE_TARGET
908,HIDDEN_HP_GAUGE
909,INCREASE_ELEMENT_DEF_HOLY_M3_TIME_MEDIUM
910,INCREASE_ELEMENT_DEF_DARK_M3_TIME_MEDIUM
911,INCREASE_ELEMENT_DEF_FIRE_M3_TIME_MEDIUM
912,INCREASE_ELEMENT_DEF_WIND_M3_TIME_MEDIUM
913,INCREASE_ELEMENT_DEF_LIGHTNING_M3_TIME_MEDIUM
914,INCREASE_ELEMENT_DEF_WATER_M3_TIME_MEDIUM
915,INCREASE_ELEMENT_DEF_ICE_M3_TIME_MEDIUM
916,INCREASE_ELEMENT_DEF_EARTH_M3_TIME_MEDIUM
917,INCREASE_ELEMENT_DEF_POISON_M3_TIME_MEDIUM
918,INCREASE_ELEMENT_DEF_LIGHTNING_M1_TIME_LARGE
919,INCREASE_ELEMENT_DEF_HOLY_M1_TIME_LARGE
920,INCREASE_ELEMENT_DEF_DARK_M1_TIME_LARGE
921,INCREASE_ELEMENT_DEF_FIRE_M1_TIME_LARGE
922,INCREASE_ELEMENT_DEF_WATER_M1_TIME_LARGE
923,INCREASE_ELEMENT_DEF_ICE_M1_TIME_LARGE
924,INCREASE_ELEMENT_DEF_EARTH_M1_TIME_LARGE
999,DEATH
2001,CHANGE_CAST_TIME_200_3_CUSTOM_MAGIC_DAMAGE_ABILITIES
2002,CHANGE_CAST_TIME_200_5_CUSTOM_MAGIC_DAMAGE_ABILITIES
2003,CHANGE_CAST_TIME_MAX_2_ALL
2004,CHANGE_CAST_TIME_200_4_CUSTOM_MAGIC_DAMAGE_ABILITIES
2005,CHANGE_CAST_TIME_MAX_1_PHYSICAL_DAMAGE_ABILITIES
2006,CHANGE_CAST_TIME_MAX_1_CUSTOM_MAGIC_DAMAGE_ABILITIES
2007,CHANGE_CAST_TIME_MAX_1_ALL
2008,CHANGE_CAST_TIME_200_4_ALL
2009,CHANGE_CAST_TIME_200_1_CUSTOM_MAGIC_DAMAGE_ABILITIES
2010,CHANGE_CAST_TIME_200_5_ABILITY_CATEGORY_ID_MONK
2011,CHANGE_CAST_TIME_MAX_2_ABILITY_CATEGORY_ID_MACHINIST
2012,CHANGE_CAST_TIME_200_2_CUSTOM_MAGIC_DAMAGE_ABILITIES
2014,CHANGE_CAST_TIME_MAX_3_ALL
2015,CHANGE_CAST_TIME_200_3_ALL
2016,CHANGE_CAST_TIME_200_2_ALL
2017,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_KNIGHT
2018,CHANGE_CAST_TIME_MAX_3_ABILITY_CATEGORY_ID_MONK
2019,CHANGE_CAST_TIME_200_1_ALL
2020,CHANGE_CAST_TIME_300_1_ALL
2021,CHANGE_CAST_TIME_300_2_ALL
2022,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_MACHINIST
2023,CHANGE_CAST_TIME_MAX_1_FLIGHT_ATTACK
2024,CHANGE_CAST_TIME_300_1_PHYSICAL_DAMAGE_ABILITIES
2025,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_THIEF
2026,CHANGE_CAST_TIME_MAX_3_CUSTOM_MAGIC_DAMAGE_ABILITIES
2027,CHANGE_CAST_TIME_300_2_PHYSICAL_DAMAGE_ABILITIES
2051,CHANGE_CAST_TIME_200_25000_MSEC_ALL
2052,CHANGE_CAST_TIME_FOR_NEO_AQUA_SABER
2053,CHANGE_CAST_TIME_MAX_15000_MSEC_FLIGHT_ATTACK
2054,CHANGE_CAST_TIME_200_15000_MSEC_ALL
2055,CHANGE_CAST_TIME_200_15000_MSEC_ABILITY_CATEGORY_ID_SHOOTER
2056,CHANGE_CAST_TIME_200_15000_MSEC_FLIGHT_ATTACK
2057,CHANGE_CAST_TIME_300_15000_MSEC_ALL
2058,CHANGE_CAST_TIME_300_3_PHYSICAL_DAMAGE_ABILITIES
2059,CHANGE_CAST_TIME_200_15000_MSEC_ALL_FOR_STRIKER_MODE
2060,CHANGE_CAST_TIME_400_15000_MSEC_ALL_FOR_STRIKER_MODE
2061,CHANGE_CAST_TIME_600_15000_MSEC_ALL_FOR_STRIKER_MODE
2062,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SPELLBLADE
2063,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_DARKNESS
2064,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_BLACK_MAGIC
2065,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_BLACK_MAGIC
2066,CHANGE_CAST_TIME_200_15000_MSEC_CUSTOM_MAGIC_DAMAGE_ABILITIES
2067,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_WHITE_MAGIC
2068,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SUMMONING
2069,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SUMMONING
2070,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SPELLBLADE
2071,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_COMBAT
2072,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_COMBAT
2073,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SUPPORT
2074,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SUPPORT
2075,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_CELERITY
2076,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_CELERITY
2077,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_DRAGOON
2078,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_DRAGOON
2079,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_MONK
2080,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_MONK
2081,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_THIEF
2082,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_THIEF
2083,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_KNIGHT
2084,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_KNIGHT
2085,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_SAMURAI
2086,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_SAMURAI
2087,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_NINJA
2088,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_NINJA
2089,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_BARD
2090,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_BARD
2091,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_DANCER
2092,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_DANCER
2093,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_MACHINIST
2094,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_MACHINIST
2095,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_DARKNESS
2096,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_DARKNESS
2097,CHANGE_CAST_TIME_300_15000_MSEC_ABILITY_CATEGORY_ID_SHOOTER
2098,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_WITCH
2099,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_WITCH
2100,CHANGE_CAST_TIME_200_15000_ABILITY_CATEGORY_ID_HEAVY
2101,CHANGE_CAST_TIME_300_15000_ABILITY_CATEGORY_ID_HEAVY
2102,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_BLACK_MAGIC
2103,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_BLACK_MAGIC
2104,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_WHITE_MAGIC
2105,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_WHITE_MAGIC
2106,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SUMMONING
2107,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SUMMONING
2108,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SPELLBLADE
2109,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SPELLBLADE
2110,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_COMBAT
2111,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_COMBAT
2112,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SUPPORT
2113,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SUPPORT
2114,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_CELERITY
2115,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_CELERITY
2116,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_DRAGOON
2117,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_DRAGOON
2118,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_MONK
2119,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_MONK
2120,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_THIEF
2121,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_KNIGHT
2122,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SAMURAI
2123,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SAMURAI
2124,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_NINJA
2125,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_NINJA
2126,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_BARD
2127,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_BARD
2128,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_DANCER
2129,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_DANCER
2130,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_MACHINIST
2131,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_DARKNESS
2132,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_SHOOTER
2133,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_SHOOTER
2134,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_WITCH
2135,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_WITCH
2136,CHANGE_CAST_TIME_200_2_ABILITY_CATEGORY_ID_HEAVY
2137,CHANGE_CAST_TIME_200_3_ABILITY_CATEGORY_ID_HEAVY
2138,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_BLACK_MAGIC
2139,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_BLACK_MAGIC
2140,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_WHITE_MAGIC
2141,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_WHITE_MAGIC
2142,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SUMMONING
2143,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SUMMONING
2144,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SPELLBLADE
2145,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SPELLBLADE
2146,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_COMBAT
2147,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_COMBAT
2148,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SUPPORT
2149,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SUPPORT
2150,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_CELERITY
2151,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_CELERITY
2152,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_DRAGOON
2153,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_DRAGOON
2154,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_MONK
2155,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_MONK
2156,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_THIEF
2157,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_THIEF
2158,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_KNIGHT
2159,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_KNIGHT
2160,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_SAMURAI
2161,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_SAMURAI
2162,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_NINJA
2163,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_NINJA
2164,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_BARD
2165,CHANGE_CAST_TIME_300_3_ABILITY_CATEGORY_ID_BARD
2166,CHANGE_CAST_TIME_300_2_ABILITY_CATEGORY_ID_DANCER
